ResourceID,Geometric Place Expression,Archaeological Assessor,GridID,Place Name,Name Type,Archaeological Assessment Date,Heritage Place Function Type,Heritage Place Function Certainty,Heritage Place Function Sub-type,Heritage Place Function Sub-type Certainty,Site Feature Interpretation Type,Site Feature Interpretation Sub-type,Site Feature Interpretation Certainty,Site Feature Interpretation Type,Site Feature Form Type,Site Feature Shape Type,Diameter,Length,Width,Central Mound Diameter,Archaeological Assessment Activity Type,Archaeological Assessment Acitivty Sub-type,Archaeological Assessment Acitivty Sub-type - ORIGINAL,Overall Condition Assessment,Disturbance Cause Category,Disturbance Cause Type,Disturbance Cause Certainty,Damage Effect,Damage Effect Certainty,Threat Driver Type,Threat Type,Threat Driver Certainty,Remarks,Remark Type,Cultural Period Type,Cultural Period Sub-type,30m STRN Elevation,Aimag,Soum,Bag,NCCH_Reg
L4-012,POINT (88.71300411 49.35768751),,L4,L4-012,MAPSS RS Number,2021-12-07,Funerary,Medium,Burial,Medium,,,,,Mound,,,,,,Archaeological Assessment (Image Interpretation),Google Earth,Google Earth,,,,,,,,,,"'reasonable, but blur feature, not clear to classify'",General Description,,,2271,Bayan-Ulgii,Bajannuur,Bor burgas,
L4-013,POINT (88.71354704 49.35596249),,L4,L4-013,MAPSS RS Number,2021-12-07,Funerary,Medium,Burial,Medium,,,,,Mound,,,,,,Archaeological Assessment (Image Interpretation),Google Earth,Google Earth,,,,,,,,,,"'reasonable, but bit blur feature'",General Description,,,2268,Bayan-Ulgii,Bajannuur,Bor burgas,
L4-014,POINT (88.71285804 49.3558207),,L4,L4-014,MAPSS RS Number,2021-12-07,Funerary,High,Burial,High,Khirigsuur,Circle Khirigsuur,High,,,,,,,,Archaeological Assessment (Image Interpretation),Google Earth,Google Earth,,,,,,,,,,,,,,2262,Bayan-Ulgii,Bajannuur,Bor burgas,
L4-015,POINT (88.71794338 49.35450754),,L4,L4-015,MAPSS RS Number,2021-12-07,Funerary,High,Burial,High,Khirigsuur,Circle Khirigsuur,High,,,,,,,,Archaeological Assessment (Image Interpretation),Bing,Bing,,,,,,,,,,,,,,2264,Bayan-Ulgii,Bajannuur,Bor burgas,
L4-016,POINT (88.71818053 49.35449363),,L4,L4-016,MAPSS RS Number,2021-12-07,Funerary,High,Burial,High,Khirigsuur,Circle Khirigsuur,High,,,,9,,,,Archaeological Assessment (Image Interpretation),Bing,Bing,,,,,,,,,,,,,,2264,Bayan-Ulgii,Bajannuur,Bor burgas,
L4-017,POINT (88.71322939 49.35902778),,L4,L4-017,MAPSS RS Number,2021-12-07,Funerary,Definite,Burial,Definite,,,,,Mound,,,,,,Archaeological Assessment (Image Interpretation),,,Destroyed,,,Definite,,Definite,,,,"'Chul uul 1 (Kulala ula), Kkemceg Grave, rectangular x, excavated, Lit: Alexey Kovalev 2014, 165'",General Description,Bronze Age,,2276,Bayan-Ulgii,Bajannuur,Bor burgas,
L4-018,POINT (88.7220305 49.35748081),,L4,L4-018,MAPSS RS Number,2021-12-07,Architectural/Settlement,Medium,Settlement/Habitation,Medium,Campsite,Winter Camp,Medium,,,,,,,,Archaeological Assessment (Image Interpretation),,,,,,,,,,,,'A0',General Description,,,2297,Bayan-Ulgii,Bajannuur,Bor burgas,
L4-019,POINT (88.71168071 49.36807099),,L4,L4-019,MAPSS RS Number,2021-12-07,Architectural/Settlement,Definite,Settlement/Habitation,High,Campsite,Winter Camp,High,,,,,,,,Archaeological Assessment (Image Interpretation),,,,,,,,,,,,'A1',General Description,,,2329,Bayan-Ulgii,Bajannuur,Bor burgas,
L4-020,POINT (88.70455062 49.37160624),,L4,L4-020,MAPSS RS Number,2021-12-07,Funerary,High,Burial,High,Khirigsuur,Square/Rectangle Khirigsuur,High,,,,41,,,10,Archaeological Assessment (Image Interpretation),Google Earth,Google Earth,,,,,,,,,,,,,,2295,Bayan-Ulgii,Bajannuur,Bor burgas,
L4-021,POINT (88.71331624 49.37397034),,L4,L4-021,MAPSS RS Number,2021-12-07,Architectural/Settlement,Definite,Settlement/Habitation,High,Campsite,Winter Camp,High,,,,,,,,Archaeological Assessment (Image Interpretation),,,,,,,,,,,,'A1',General Description,,,2407,Bayan-Ulgii,Bajannuur,Bor burgas,
L4-022,POINT (88.70827716 49.38634307),,L4,L4-022,MAPSS RS Number,2021-12-07,Funerary,Low,Burial,Low,,,,,Mound,,10,,,,Archaeological Assessment (Image Interpretation),Bing,Bing,,,,,,,,,,"'could be also natura, geologicall structure'",General Description,,,2380,Bayan-Ulgii,Bajannuur,Bor burgas,
L4-023,POINT (88.70776438 49.38576795),,L4,L4-023,MAPSS RS Number,2021-12-07,Funerary,Low,Burial,Low,,,,,Mound,,10,,,,Archaeological Assessment (Image Interpretation),Bing,Bing,,,,,,,,,,'could be also natural structure',General Description,,,2357,Bayan-Ulgii,Bajannuur,Bor burgas,
L4-024,POINT (88.71569381 49.38564809),,L4,L4-024,MAPSS RS Number,2021-12-07,Funerary,Medium,Burial,Medium,Khirigsuur,Circle Khirigsuur,Medium,,,,10,,,,Archaeological Assessment (Image Interpretation),Bing,"Bing, Zoom Earth",,,,,,,,,,'pretty blurry images',General Description,,,2356,Bayan-Ulgii,Bajannuur,Bor burgas,
L4-025,POINT (88.65899642 49.39753534),,L4,L4-025,MAPSS RS Number,2021-12-07,Architectural/Settlement,Definite,Settlement/Habitation,High,Campsite,Winter Camp,High,,,,,,,,Archaeological Assessment (Image Interpretation),,,,,,,,,,,,'A1',General Description,,,2364,Bayan-Ulgii,Bajannuur,Bor burgas,
L4-026,POINT (88.70144981 49.39450681),,L4,L4-026,MAPSS RS Number,2021-12-07,Architectural/Settlement,Medium,Settlement/Habitation,Medium,Campsite,Summer Camp,Medium,,,,,,,,Archaeological Assessment (Image Interpretation),,,,,,,,,,,,'A0',General Description,,,2376,Bayan-Ulgii,Bajannuur,Bor burgas,
L4-027,POINT (88.70341151 49.392564),,L4,L4-027,MAPSS RS Number,2021-12-07,Architectural/Settlement,Definite,Settlement/Habitation,High,Campsite,Summer Camp,High,,,,,,,,Archaeological Assessment (Image Interpretation),,,,,,,,,,,,'A1',General Description,,,2378,Bayan-Ulgii,Bajannuur,Bor burgas,
L4-028,POINT (88.71984971 49.38814135),,L4,L4-028,MAPSS RS Number,2021-12-07,Architectural/Settlement,Definite,Settlement/Habitation,High,Campsite,Winter Camp,High,,,,,,,,Archaeological Assessment (Image Interpretation),,,,,,,,,,,,'A1',General Description,,,2390,Bayan-Ulgii,Bajannuur,Bor burgas,
L4-029,POINT (88.6889392 49.37971882),,L4,L4-029,MAPSS RS Number,2021-12-07,Funerary,Medium,Burial,Medium,Khirigsuur,Circle Khirigsuur,Medium,,,,20,,,,Archaeological Assessment (Image Interpretation),Google Earth,Google Earth,,,,,,,,,,'feature interpretation not sure',General Description,,,2319,Bayan-Ulgii,Bajannuur,Bor burgas,
L4-030,POINT (88.6539223 49.38403564),,L4,L4-030,MAPSS RS Number,2021-12-07,Funerary,Medium,Burial,Medium,Khirigsuur,Circle Khirigsuur,Medium,,,,,,,11,Archaeological Assessment (Image Interpretation),Google Earth,"Google Earth, Bing",,,,,,,,,,'only mound clearly recognazible',General Description,,,2344,Bayan-Ulgii,Bajannuur,Bor burgas,
L4-031,POINT (88.65813768 49.38369974),,L4,L4-031,MAPSS RS Number,2021-12-07,Funerary,Medium,Burial,Medium,Khirigsuur,Circle Khirigsuur,Medium,,,,,,,11,Archaeological Assessment (Image Interpretation),Google Earth,"Google Earth, Bing",,,,,,,,,,'only mound clearly recognizible',General Description,,,2343,Bayan-Ulgii,Bajannuur,Bor burgas,
L4-032,POINT (88.65420571 49.38388647),,L4,L4-032,MAPSS RS Number,2021-12-07,Funerary,Low,Burial,Low,,,,,Mound,,9,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2345,Bayan-Ulgii,Bajannuur,Bor burgas,
L4-033,POINT (88.64223477 49.38385557),,L4,L4-033,MAPSS RS Number,2021-12-07,Architectural/Settlement,Definite,Settlement/Habitation,High,Campsite,Winter Camp,High,,,,,,,,Archaeological Assessment (Image Interpretation),,,,,,,,,,,,"'A1, Animal shelter/fence'",General Description,,,2391,Bayan-Ulgii,Bajannuur,Bor burgas,
L4-034,POINT (88.64542291 49.38453761),,L4,L4-034,MAPSS RS Number,2021-12-07,Funerary,Low,Burial,Low,,,,,Mound,,7,,,,Archaeological Assessment (Image Interpretation),Google Earth,"Google Earth, Bing",,,,,,,,,,,,,,2365,Bayan-Ulgii,Bajannuur,Bor burgas,
L4-035,POINT (88.65802696 49.38267397),,L4,L4-035,MAPSS RS Number,2021-12-07,Funerary,Medium,Burial,Medium,,,,,Mound,,8,,,,Archaeological Assessment (Image Interpretation),Bing,"Bing, Zoom Earth",,,,,,,,,,'similar to others L4-30 to L4-34',General Description,,,2339,Bayan-Ulgii,Bajannuur,Bor burgas,
L4-036,POINT (88.65828742 49.3830049),,L4,L4-036,MAPSS RS Number,2021-12-07,Funerary,Medium,Burial,Medium,,,,,Mound,,9,,,,Archaeological Assessment (Image Interpretation),Bing,"Bing, Zoom Earth",,,,,,,,,,"'questionable, but pretty similar to L4-30 to L4-35'",General Description,,,2339,Bayan-Ulgii,Bajannuur,Bor burgas,
L4-037,POINT (88.64548772 49.38992973),,L4,L4-037,MAPSS RS Number,2021-12-07,Architectural/Settlement,Definite,Settlement/Habitation,High,Campsite,Summer Camp,High,,,,,,,,Archaeological Assessment (Image Interpretation),,,,,,,,,,,,'A1',General Description,,,2358,Bayan-Ulgii,Bajannuur,Bor burgas,
L4-038,POINT (88.6653697 49.3850012),,L4,L4-038,MAPSS RS Number,2021-12-07,Architectural/Settlement,Medium,Settlement/Habitation,Medium,Campsite,Summer Camp,Medium,,,,,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,'A0',General Description,,,2336,Bayan-Ulgii,Bajannuur,Bor burgas,
L4-039,POINT (88.68074612 49.37985038),,L4,L4-039,MAPSS RS Number,2021-12-07,Funerary,Low,Burial,Low,,,,,Mound,,11,,,,Archaeological Assessment (Image Interpretation),,,,,,,,,,,,,,,,2324,Bayan-Ulgii,Bajannuur,Bor burgas,
L4-040,POINT (88.68588972 49.37631686),,L4,L4-040,MAPSS RS Number,2021-12-07,Architectural/Settlement,Definite,Settlement/Habitation,High,Campsite,Summer Camp,High,,,,,,,,Archaeological Assessment (Image Interpretation),,,,,,,,,,,,'A1',General Description,,,2308,Bayan-Ulgii,Bajannuur,Bor burgas,
L4-041,POINT (88.63054307 49.39007801),,L4,L4-041,MAPSS RS Number,2021-12-07,Architectural/Settlement,Definite,Settlement/Habitation,High,Campsite,Summer Camp,High,,,,,,,,Archaeological Assessment (Image Interpretation),,,,,,,,,,,,'A1',General Description,,,2382,Bayan-Ulgii,Bajannuur,Bor burgas,
L4-042,POINT (88.59725125 49.40015214),,L4,L4-042,MAPSS RS Number,2021-12-07,Architectural/Settlement,Definite,Settlement/Habitation,High,Campsite,,High,,,,,,,,Archaeological Assessment (Image Interpretation),,,,,,,,,,,,'A1',General Description,,,2470,Bayan-Ulgii,Bajannuur,Bor burgas,
L4-043,POINT (88.59898072 49.40286861),,L4,L4-043,MAPSS RS Number,2021-12-07,Architectural/Settlement,Medium,Settlement/Habitation,Medium,Campsite,Summer Camp,Medium,,,,,,,,Archaeological Assessment (Image Interpretation),Bing,Bing,,,,,,,,,,'A0',General Description,,,2426,Bayan-Ulgii,Bajannuur,Bor burgas,
L4-044,POINT (88.71231885 49.33530481),,L4,L4-044,MAPSS RS Number,2021-12-07,Funerary,Definite,Burial,Definite,,,,,Mound,,,,,,Archaeological Assessment (Image Interpretation),Google Earth,Google Earth,Destroyed,,,Definite,,Definite,,,,"'Kurgan Xuurai Gov 1, excavated, Alexey Kovalev 2014, 186'",General Description,Bronze Age,,2235,Bayan-Ulgii,Ulaankhus,Ix ojgor,
L4-045,POINT (88.71222622 49.33514329),,L4,L4-045,MAPSS RS Number,2021-12-07,Funerary,Definite,Burial,Definite,,,,,Mound,,,,,,Archaeological Assessment (Image Interpretation),Google Earth,Google Earth,Destroyed,,,Definite,,Definite,,,,"'Kurgan Xuurai Gov 1, excavated, Alexey Kovalev 2014, 186'",General Description,Bronze Age,,2235,Bayan-Ulgii,Ulaankhus,Ix ojgor,
L4-046,POINT (88.71323469 49.35896292),,L4,L4-046,MAPSS RS Number,2021-12-07,Ritual/Memorial/Commemorative,Definite,Sacrificial Monument,Definite,Sacrificial Stone,,Definite,,Upright Stone,,,,,,Archaeological Assessment (Image Interpretation),,,Destroyed,,,Definite,,Definite,,,,"'Anthropomorphic stelae on the southern fence of the Kurgan Xuurai Gov 1, Alexey Kovalev 2014, 183'",General Description,,,2277,Bayan-Ulgii,Bajannuur,Bor burgas,
L4-047,POINT (88.732119 49.36382807),,L4,L4-047,MAPSS RS Number,2021-12-07,Funerary,Medium,Burial,Medium,,,,,Mound,,,,,,Archaeological Assessment (Image Interpretation),Bing,"Bing, Google Earth",,,,,,,,,,,,,,2384,Bayan-Ulgii,Bajannuur,Bor burgas,
L4-048,POINT (88.73700542 49.36742004),,L4,L4-048,MAPSS RS Number,2021-12-07,Funerary,Medium,Burial,Medium,,,,,Mound,,,16,13,,Archaeological Assessment (Image Interpretation),,,,,,,,,,,,'probably with circular enclosure',General Description,,,2413,Bayan-Ulgii,Bajannuur,Bor burgas,
L4-049,POINT (88.74172618 49.3649074),,L4,L4-049,MAPSS RS Number,2021-12-07,Architectural/Settlement,Definite,Settlement/Habitation,High,Campsite,Winter Camp,High,,,,,,,,Archaeological Assessment (Image Interpretation),,,,,,,,,,,,'A1',General Description,,,2324,Bayan-Ulgii,Bajannuur,Bor burgas,
L4-050,POINT (88.72867736 49.38984025),,L4,L4-050,MAPSS RS Number,2021-12-07,Architectural/Settlement,Definite,Settlement/Habitation,High,Campsite,Winter Camp,High,,,,,,,,Archaeological Assessment (Image Interpretation),,,,,,,,,,,,'A1',General Description,,,2399,Bayan-Ulgii,Bajannuur,Bor burgas,
L4-051,POINT (88.73749183 49.39735838),,L4,L4-051,MAPSS RS Number,2021-12-07,Architectural/Settlement,Definite,Settlement/Habitation,High,Campsite,Winter Camp,High,,,,,,,,Archaeological Assessment (Image Interpretation),,,,,,,,,,,,'A1',General Description,,,2439,Bayan-Ulgii,Bajannuur,Bor burgas,
L4-052,POINT (88.77962394 49.40189426),,L4,L4-052,MAPSS RS Number,2021-12-07,Architectural/Settlement,Definite,Settlement/Habitation,High,Campsite,Winter Camp,High,,,,,,,,Archaeological Assessment (Image Interpretation),,,,,,,,,,,,'A1',General Description,,,2512,Bayan-Ulgii,Bajannuur,Bor burgas,
L4-053,POINT (88.77544093 49.39749288),,L4,L4-053,MAPSS RS Number,2021-12-07,Architectural/Settlement,Definite,Settlement/Habitation,High,Campsite,Winter Camp,High,,,,,,,,Archaeological Assessment (Image Interpretation),,,,,,,,,,,,'A1',General Description,,,2480,Bayan-Ulgii,Bajannuur,Bor burgas,
L4-054,POINT (88.80393677 49.3924186),,L4,L4-054,MAPSS RS Number,2021-12-07,Architectural/Settlement,Definite,Settlement/Habitation,High,Campsite,,High,,,,,,,,Archaeological Assessment (Image Interpretation),,,,,,,,,,,,'A1',General Description,,,2444,Bayan-Ulgii,Bajannuur,Bor burgas,
L4-055,POINT (88.74959847 49.39127676),,L4,L4-055,MAPSS RS Number,2021-12-07,Architectural/Settlement,Definite,Settlement/Habitation,High,Campsite,Winter Camp,High,,,,,,,,Archaeological Assessment (Image Interpretation),,,,,,,,,,,,'A1',General Description,,,2468,Bayan-Ulgii,Bajannuur,Bor burgas,
L4-056,POINT (88.76797114 49.37726434),,L4,L4-056,MAPSS RS Number,2021-12-07,Architectural/Settlement,Definite,Settlement/Habitation,High,Campsite,Winter Camp,High,,,,,,,,Archaeological Assessment (Image Interpretation),,,,,,,,,,,,'A1',General Description,,,2398,Bayan-Ulgii,Bajannuur,Bor burgas,
L4-057,POINT (88.80136639 49.36989045),,L4,L4-057,MAPSS RS Number,2021-12-07,Architectural/Settlement,Low,Settlement/Habitation,Low,Campsite,,Low,,,,8,,,,Archaeological Assessment (Image Interpretation),,,,,,,,,,,,'Production site? Circular structure',General Description,,,2336,Bayan-Ulgii,Bajannuur,Bor burgas,
L4-058,POINT (88.80130373 49.36853961),,L4,L4-058,MAPSS RS Number,2021-12-07,Architectural/Settlement,Low,Settlement/Habitation,Low,Campsite,,Low,,,,,8,7,,Archaeological Assessment (Image Interpretation),,,,,,,,,,,,'Production site? Rectangular structure',General Description,,,2332,Bayan-Ulgii,Bajannuur,Bor burgas,
L4-059,POINT (88.80085611 49.36791768),,L4,L4-059,MAPSS RS Number,2021-12-07,Architectural/Settlement,Low,Settlement/Habitation,Low,Campsite,,Low,,,,5,,,,Archaeological Assessment (Image Interpretation),,,,,,,,,,,,'Production site? Circular structure',General Description,,,2331,Bayan-Ulgii,Bajannuur,Bor burgas,
L4-060,POINT (88.80049675 49.36781177),,L4,L4-060,MAPSS RS Number,2021-12-07,Architectural/Settlement,Low,Settlement/Habitation,Low,Campsite,,Low,,,,20,,,,Archaeological Assessment (Image Interpretation),,,,,,,,,,,,'Production site? Irregular structure',General Description,,,2330,Bayan-Ulgii,Bajannuur,Bor burgas,
L4-061,POINT (88.80054314 49.36762175),,L4,L4-061,MAPSS RS Number,2021-12-07,Architectural/Settlement,Medium,Settlement/Habitation,Medium,Campsite,,Medium,,,,9,,,,Archaeological Assessment (Image Interpretation),,,,,,,,,,,,'Production site? Irregular structure',General Description,,,2326,Bayan-Ulgii,Bajannuur,Bor burgas,
L4-062,POINT (88.80064335 49.36754017),,L4,L4-062,MAPSS RS Number,2021-12-07,Architectural/Settlement,Medium,Settlement/Habitation,Medium,Campsite,,Medium,,,,6,,,,Archaeological Assessment (Image Interpretation),,,,,,,,,,,,'Production site? Circular structure',General Description,,,2326,Bayan-Ulgii,Bajannuur,Bor burgas,
L4-063,POINT (88.80055746 49.36748781),,L4,L4-063,MAPSS RS Number,2021-12-07,Architectural/Settlement,Medium,Settlement/Habitation,Medium,Campsite,,Medium,,,,5,,,,Archaeological Assessment (Image Interpretation),,,,,,,,,,,,'Production site? Circular structure',General Description,,,2326,Bayan-Ulgii,Bajannuur,Bor burgas,
L4-064,POINT (88.80044268 49.36741302),,L4,L4-064,MAPSS RS Number,2021-12-07,Architectural/Settlement,Medium,Settlement/Habitation,Medium,Campsite,,Medium,,,,11,,,,Archaeological Assessment (Image Interpretation),,,,,,,,,,,,'Production site? Circular structure',General Description,,,2326,Bayan-Ulgii,Bajannuur,Bor burgas,
L4-065,POINT (88.79994248 49.36742154),,L4,L4-065,MAPSS RS Number,2021-12-07,Architectural/Settlement,Medium,Settlement/Habitation,Medium,Campsite,,Medium,,,,5,,,,Archaeological Assessment (Image Interpretation),,,,,,,,,,,,'Production site? Circular structure',General Description,,,2327,Bayan-Ulgii,Bajannuur,Bor burgas,
L4-066,POINT (88.80016372 49.36723944),,L4,L4-066,MAPSS RS Number,2021-12-07,Architectural/Settlement,Medium,Settlement/Habitation,Medium,Campsite,,Medium,,,,6,,,,Archaeological Assessment (Image Interpretation),,,,,,,,,,,,'Production site? Circular structure',General Description,,,2325,Bayan-Ulgii,Bajannuur,Bor burgas,
L4-067,POINT (88.80004918 49.36723397),,L4,L4-067,MAPSS RS Number,2021-12-07,Architectural/Settlement,Medium,Settlement/Habitation,Medium,Campsite,,Medium,,,,11,,,,Archaeological Assessment (Image Interpretation),,,,,,,,,,,,'Production site? Irregular structure',General Description,,,2325,Bayan-Ulgii,Bajannuur,Bor burgas,
L4-068,POINT (88.79964224 49.36715912),,L4,L4-068,MAPSS RS Number,2021-12-07,Architectural/Settlement,Medium,Settlement/Habitation,Medium,Campsite,,Medium,,,,6,,,,Archaeological Assessment (Image Interpretation),,,,,,,,,,,,'Production site? Square structure',General Description,,,2326,Bayan-Ulgii,Bajannuur,Bor burgas,
L4-069,POINT (88.79919693 49.3672754),,L4,L4-069,MAPSS RS Number,2021-12-07,Architectural/Settlement,Medium,Settlement/Habitation,Medium,Campsite,,Medium,,,,13,,,,Archaeological Assessment (Image Interpretation),,,,,,,,,,,,'Production site? Irregular structure',General Description,,,2327,Bayan-Ulgii,Bajannuur,Bor burgas,
L4-070,POINT (88.79993491 49.36701364),,L4,L4-070,MAPSS RS Number,2021-12-07,Architectural/Settlement,Medium,Settlement/Habitation,Medium,Campsite,,Medium,,,,10,6,,,Archaeological Assessment (Image Interpretation),,,,,,,,,,,,"'Production site? Irregular structure, maybe 2 features'",General Description,,,2323,Bayan-Ulgii,Bajannuur,Bor burgas,
L4-071,POINT (88.7999495 49.36693119),,L4,L4-071,MAPSS RS Number,2021-12-07,Architectural/Settlement,Medium,Settlement/Habitation,Medium,Campsite,,Medium,,,,4,,,,Archaeological Assessment (Image Interpretation),,,,,,,,,,,,'Production site? Circular structure',General Description,,,2323,Bayan-Ulgii,Bajannuur,Bor burgas,
L4-072,POINT (88.79988303 49.36691107),,L4,L4-072,MAPSS RS Number,2021-12-07,Architectural/Settlement,Medium,Settlement/Habitation,Medium,Campsite,,Medium,,,,5,,,,Archaeological Assessment (Image Interpretation),,,,,,,,,,,,'Production site? Circular structure',General Description,,,2323,Bayan-Ulgii,Bajannuur,Bor burgas,
L4-073,POINT (88.79980746 49.36693052),,L4,L4-073,MAPSS RS Number,2021-12-07,Architectural/Settlement,Medium,Settlement/Habitation,Medium,Campsite,,Medium,,,,6,,,,Archaeological Assessment (Image Interpretation),,,,,,,,,,,,'Production site? Circular structure',General Description,,,2324,Bayan-Ulgii,Bajannuur,Bor burgas,
L4-074,POINT (88.79974933 49.36689902),,L4,L4-074,MAPSS RS Number,2021-12-07,Architectural/Settlement,Medium,Settlement/Habitation,Medium,Campsite,,Medium,,,,6,,,,Archaeological Assessment (Image Interpretation),,,,,,,,,,,,'Production site? Circular structure',General Description,,,2324,Bayan-Ulgii,Bajannuur,Bor burgas,
L4-075,POINT (88.79962556 49.36700946),,L4,L4-075,MAPSS RS Number,2021-12-07,Architectural/Settlement,Medium,Settlement/Habitation,Medium,Campsite,,Medium,,,,11,,,,Archaeological Assessment (Image Interpretation),,,,,,,,,,,,'Production site? Irregular structure',General Description,,,2324,Bayan-Ulgii,Bajannuur,Bor burgas,
L4-076,POINT (88.79955027 49.36685518),,L4,L4-076,MAPSS RS Number,2021-12-07,Architectural/Settlement,Medium,Settlement/Habitation,Medium,Campsite,,Medium,,,,11,,,,Archaeological Assessment (Image Interpretation),,,,,,,,,,,,'Production site? Irregular structure',General Description,,,2324,Bayan-Ulgii,Bajannuur,Bor burgas,
L4-077,POINT (88.79947294 49.36668),,L4,L4-077,MAPSS RS Number,2021-12-07,Architectural/Settlement,Medium,Settlement/Habitation,Medium,Campsite,,Medium,,,,15,,,,Archaeological Assessment (Image Interpretation),,,,,,,,,,,,'Production site? Irregular structure',General Description,,,2322,Bayan-Ulgii,Bajannuur,Bor burgas,
L4-078,POINT (88.79932926 49.36652937),,L4,L4-078,MAPSS RS Number,2021-12-07,Architectural/Settlement,Medium,Settlement/Habitation,Medium,Campsite,,Medium,,,,15,,,,Archaeological Assessment (Image Interpretation),,,,,,,,,,,,'Production site? Irregular structure',General Description,,,2322,Bayan-Ulgii,Bajannuur,Bor burgas,
