ResourceID,Geometric Place Expression,Remote Sensing Assessor,Grid Square,Remote Sensing Object Name,Name Type,Remote Sensing Place Type,Assessment Date,Heritage Place Function Certainty,Heritage Place Function Sub-type,Remote Sensing Interpretation Type,Remote Sensing Interpretation Sub-type,Site Feature Interpretation Certainty,Site Feature Form Type,Site Feature Shape Type,Diameter,Length,Width,Central Mound Diameter,Archaeological Assessment Activity Type,Assessment Source,Overall Condition Assessment,Disturbance Cause Category,Disturbance Cause Type,Disturbance Cause Certainty,Damage Effect,Damage Effect Certainty,Threat Driver Type,Threat Type,Threat Probability,Remark,Remark Type,Cultural Period Type,30m SRTN Elevation,Aimag,Soum,Bag,Heritage Place Function Type
M13-057,POINT (91.22028213 48.88438649),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-057,MAPSS RS Number,Site Feature,2022-05-02,Definite,Settlement/Habitation,,Sagsei-shaped Khirigsuur,High,,Circular,9,,,6,Archaeological Assessment (Image Interpretation),Maxar,Unknown,,,,,,,,,,,Bronze Age,1412,Khovd,,,Funerary
M13-058,POINT (91.20168548 48.8855728),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-058,MAPSS RS Number,Site Feature,2022-05-02,Definite,Settlement/Habitation,Campsite,Winter Camp,High,,,,,,,Archaeological Assessment (Image Interpretation),Maxar,,,,,,,,,,"""A0""",General Description,,1455,Khovd,,,Architectural/Settlement
M13-059,POINT (91.17972433 48.88835806),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-059,MAPSS RS Number,Site Feature,2022-05-02,Definite,Settlement/Habitation,Campsite,Winter Camp,High,,,,,,,Archaeological Assessment (Image Interpretation),Maxar,,,,,,,,,,"""A1""",General Description,,1421,Khovd,,,Architectural/Settlement
M13-060,POINT (91.14811545 48.87291526),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-060,MAPSS RS Number,Site Feature,2022-05-02,Definite,Settlement/Habitation,Campsite,Winter Camp,High,,,,,,,Archaeological Assessment (Image Interpretation),Maxar,,,,,,,,,,"""A1""",General Description,,1576,Khovd,,,Architectural/Settlement
M13-061,POINT (91.14297357 48.87856157),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-061,MAPSS RS Number,Site Feature,2022-05-02,Definite,Settlement/Habitation,Campsite,Winter Camp,High,,,,,,,Archaeological Assessment (Image Interpretation),Maxar,,,,,,,,,,"""A1""",General Description,,1483,Khovd,,,Architectural/Settlement
M13-062,POINT (91.16618157 48.89850923),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-062,MAPSS RS Number,Site Feature,2022-05-02,Definite,Settlement/Habitation,Campsite,Winter Camp,High,,,,,,,Archaeological Assessment (Image Interpretation),Maxar,,,,,,,,,,"""A0""",General Description,,1411,Khovd,,,Architectural/Settlement
M13-063,POINT (91.23385128 48.90080922),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-063,MAPSS RS Number,Site Feature,2022-05-02,Definite,Settlement/Habitation,Campsite,Summer Camp,High,,,,,,,Archaeological Assessment (Image Interpretation),Maxar,,,,,,,,,,"""A0""",General Description,,1318,Khovd,,,Architectural/Settlement
M13-064,POINT (91.22705836 48.89983046),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-064,MAPSS RS Number,Site Feature,2022-05-02,Definite,Settlement/Habitation,Campsite,Summer Camp,High,,,,,,,Archaeological Assessment (Image Interpretation),Maxar,,,,,,,,,,"""A1""",General Description,,1319,Khovd,,,Architectural/Settlement
M13-065,POINT (91.22430105 48.9011176),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-065,MAPSS RS Number,Site Feature,2022-05-02,Definite,Settlement/Habitation,Campsite,Summer Camp,High,,,,,,,Archaeological Assessment (Image Interpretation),Maxar,,,,,,,,,,"""A0""",General Description,,1320,Khovd,,,Architectural/Settlement
M13-066,POINT (91.22126479 48.90266565),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-066,MAPSS RS Number,Site Feature,2022-05-02,Definite,Settlement/Habitation,Campsite,Summer Camp,High,,,,,,,Archaeological Assessment (Image Interpretation),Maxar,,,,,,,,,,"""A1""",General Description,,1321,Khovd,,,Architectural/Settlement
M13-067,POINT (91.2151118 48.90502112),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-067,MAPSS RS Number,Site Feature,2022-05-02,Definite,Settlement/Habitation,Campsite,Summer Camp,High,,,,,,,Archaeological Assessment (Image Interpretation),Maxar,,,,,,,,,,"""A1""",General Description,,1321,Khovd,,,Architectural/Settlement
M13-068,POINT (91.21105355 48.90669609),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-068,MAPSS RS Number,Site Feature,2022-05-02,Definite,Settlement/Habitation,Campsite,Summer Camp,High,,,,,,,Archaeological Assessment (Image Interpretation),Maxar,,,,,,,,,,"""A1""",General Description,,1321,Khovd,,,Architectural/Settlement
M13-069,POINT (91.20298803 48.91114855),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-069,MAPSS RS Number,Site Feature,2022-05-02,Definite,Settlement/Habitation,Campsite,Summer Camp,High,,,,,,,Archaeological Assessment (Image Interpretation),Maxar,,,,,,,,,,"""A1""",General Description,,1323,Khovd,,,Architectural/Settlement
M13-070,POINT (91.20539518 48.90964481),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-070,MAPSS RS Number,Site Feature,2022-05-02,Definite,Settlement/Habitation,Campsite,Summer Camp,High,,,,,,,Archaeological Assessment (Image Interpretation),Maxar,,,,,,,,,,"""A0""",General Description,,1323,Khovd,,,Architectural/Settlement
M13-071,POINT (91.19552465 48.91177079),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-071,MAPSS RS Number,Site Feature,2022-05-02,Definite,Settlement/Habitation,Campsite,Summer Camp,High,,,,,,,Archaeological Assessment (Image Interpretation),Maxar,,,,,,,,,,"""A1""",General Description,,1324,Khovd,,,Architectural/Settlement
M13-072,POINT (91.18877622 48.91479567),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-072,MAPSS RS Number,Site Feature,2022-05-02,Definite,Settlement/Habitation,Campsite,Summer Camp,High,,,,,,,Archaeological Assessment (Image Interpretation),Maxar,,,,,,,,,,"""A1""",General Description,,1323,Khovd,,,Architectural/Settlement
M13-073,POINT (91.17188102 48.91711262),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-073,MAPSS RS Number,Site Feature,2022-05-02,Definite,Settlement/Habitation,Campsite,Summer Camp,High,,,,,,,Archaeological Assessment (Image Interpretation),Maxar,,,,,,,,,,"""A1""",General Description,,1324,Khovd,,,Architectural/Settlement
M13-074,POINT (91.18274933 48.916746),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-074,MAPSS RS Number,Site Feature,2022-05-02,Definite,Settlement/Habitation,Campsite,Summer Camp,High,,,,,,,Archaeological Assessment (Image Interpretation),Maxar,,,,,,,,,,"""A1""",General Description,,1324,Khovd,,,Architectural/Settlement
M13-075,POINT (91.17674118 48.91939692),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-075,MAPSS RS Number,Site Feature,2022-05-02,Definite,Settlement/Habitation,Campsite,Summer Camp,High,,,,,,,Archaeological Assessment (Image Interpretation),Maxar,,,,,,,,,,"""A1""",General Description,,1329,Khovd,,,Architectural/Settlement
M13-076,POINT (91.19120457 48.9189493),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-076,MAPSS RS Number,Site Feature,2022-05-02,Definite,Settlement/Habitation,Campsite,Summer Camp,High,,,,,,,Archaeological Assessment (Image Interpretation),Maxar,,,,,,,,,,"""A0""",General Description,,1325,Khovd,,,Architectural/Settlement
M13-077,POINT (91.19078614 48.92149436),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-077,MAPSS RS Number,Site Feature,2022-05-02,Definite,Settlement/Habitation,Campsite,Summer Camp,High,,,,,,,Archaeological Assessment (Image Interpretation),Maxar,,,,,,,,,,"""A0""",General Description,,1323,Khovd,,,Architectural/Settlement
M13-078,POINT (91.19634868 48.92475049),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-078,MAPSS RS Number,Site Feature,2022-05-02,Definite,Settlement/Habitation,Campsite,Summer Camp,High,,,,,,,Archaeological Assessment (Image Interpretation),Maxar,,,,,,,,,,"""A1""",General Description,,1323,Khovd,,,Architectural/Settlement
M13-079,POINT (91.21041997 48.91684629),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-079,MAPSS RS Number,Site Feature,2022-05-02,Definite,Settlement/Habitation,Campsite,Summer Camp,High,,,,,,,Archaeological Assessment (Image Interpretation),Maxar,,,,,,,,,,"""A1""",General Description,,1320,Khovd,,,Architectural/Settlement
M13-080,POINT (91.2195736 48.91297785),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-080,MAPSS RS Number,Site Feature,2022-05-02,Definite,Settlement/Habitation,Campsite,Summer Camp,High,,,,,,,Archaeological Assessment (Image Interpretation),Maxar,,,,,,,,,,"""A0""",General Description,,1321,Khovd,,,Architectural/Settlement
M13-081,POINT (91.22573437 48.91299909),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-081,MAPSS RS Number,Site Feature,2022-05-02,Definite,Settlement/Habitation,Campsite,Summer Camp,High,,,,,,,Archaeological Assessment (Image Interpretation),Maxar,,,,,,,,,,"""A0""",General Description,,1321,Khovd,,,Architectural/Settlement
M13-082,POINT (91.23167489 48.9116087),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-082,MAPSS RS Number,Site Feature,2022-05-02,Definite,Settlement/Habitation,Campsite,Summer Camp,High,,,,,,,Archaeological Assessment (Image Interpretation),Maxar,,,,,,,,,,"""A1""",General Description,,1319,Khovd,,,Architectural/Settlement
M13-083,POINT (91.23283517 48.90911246),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-083,MAPSS RS Number,Site Feature,2022-05-02,Definite,Settlement/Habitation,Campsite,Summer Camp,High,,,,,,,Archaeological Assessment (Image Interpretation),Maxar,,,,,,,,,,"""A0""",General Description,,1320,Khovd,,,Architectural/Settlement
M13-084,POINT (91.20505554 48.93169358),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-084,MAPSS RS Number,Site Feature,2022-05-02,Definite,Settlement/Habitation,Campsite,Summer Camp,High,,,,,,,Archaeological Assessment (Image Interpretation),Maxar,,,,,,,,,,"""A1""",General Description,,1323,Khovd,,,Architectural/Settlement
M13-085,POINT (91.21462623 48.93177729),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-085,MAPSS RS Number,Site Feature,2022-05-02,Definite,Settlement/Habitation,Campsite,Summer Camp,High,,,,,,,Archaeological Assessment (Image Interpretation),Maxar,,,,,,,,,,"""A1""",General Description,,1324,Khovd,,,Architectural/Settlement
M13-086,POINT (91.23535248 48.91609766),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-086,MAPSS RS Number,Site Feature,2022-05-02,Definite,Settlement/Habitation,Campsite,Summer Camp,High,,,,,,,Archaeological Assessment (Image Interpretation),Maxar,,,,,,,,,,"""A1""",General Description,,1319,Khovd,,,Architectural/Settlement
M13-087,POINT (91.22876084 48.95146555),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-087,MAPSS RS Number,Site Feature,2022-05-02,Definite,Settlement/Habitation,Campsite,Summer Camp,High,,,,,,,Archaeological Assessment (Image Interpretation),Maxar,,,,,,,,,,"""A0""",General Description,,1326,Khovd,,,Architectural/Settlement
M13-088,POINT (91.22542685 48.95373947),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-088,MAPSS RS Number,Site Feature,2022-05-02,Definite,Settlement/Habitation,Campsite,Summer Camp,High,,,,,,,Archaeological Assessment (Image Interpretation),Maxar,,,,,,,,,,"""A0""",General Description,,1329,Khovd,,,Architectural/Settlement
M13-089,POINT (91.22672486 48.9455697),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-089,MAPSS RS Number,Site Feature,2022-05-02,Definite,Settlement/Habitation,Campsite,Summer Camp,High,,,,,,,Archaeological Assessment (Image Interpretation),Maxar,,,,,,,,,,"""A0""",General Description,,1324,Khovd,,,Architectural/Settlement
M13-090,POINT (91.20752812 48.90350041),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-090,MAPSS RS Number,Site Feature,2022-05-02,Definite,Burial,Khirigsuur,Circle Khirigsuur,Definite,,Circular,27,,,15,Archaeological Assessment (Image Interpretation),Maxar,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,Definite,,,Bronze Age,1323,Khovd,,,Funerary
M13-091,POINT (91.2129777 48.90281897),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-091,MAPSS RS Number,Site Feature,2022-05-02,Definite,Burial,Khirigsuur,Circle Khirigsuur,Definite,,Circular,24,,,12,Archaeological Assessment (Image Interpretation),Maxar,Poor,Looting/Illegal Activities,Looting/Unauthorised Removal of Objects,Low,Loss/Removal of Archaeological Material,Low,Infrastructure/Transport,Road/Track,Definite,,,Bronze Age,1321,Khovd,,,Funerary
M13-092,POINT (91.2138183 48.89980277),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-092,MAPSS RS Number,Site Feature,2022-05-02,Definite,Burial,Khirigsuur,Circle Khirigsuur,Definite,,Circular,17,,,8,Archaeological Assessment (Image Interpretation),Maxar,Fair,,,,,,Environmental (Natural),Vegetation/Crops/Trees,Medium,,,Bronze Age,1330,Khovd,,,Funerary
M13-093,POINT (91.21468734 48.89973577),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-093,MAPSS RS Number,Site Feature,2022-05-02,Definite,Burial,Khirigsuur,Square/Rectangle Khirigsuur,Definite,,Rectangular/Square,,13,13,6,Archaeological Assessment (Image Interpretation),Maxar,Fair,,,,,,Environmental (Natural),Vegetation/Crops/Trees,Medium,,,Bronze Age,1326,Khovd,,,Funerary
M13-094,POINT (91.20826766 48.90049032),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-094,MAPSS RS Number,Site Feature,2022-05-02,Definite,Burial,Khirigsuur,Circle Khirigsuur,Definite,,Circular,12,,,6,Archaeological Assessment (Image Interpretation),Maxar,Unknown,,,,,,,,,,,Bronze Age,1334,Khovd,,,Funerary
M13-095,POINT (91.1910707 48.89755875),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-095,MAPSS RS Number,Site Feature,2022-05-02,Definite,Burial,Khirigsuur,Circle Khirigsuur,Definite,,Circular,23,,,12,Archaeological Assessment (Image Interpretation),Maxar,Unknown,,,,,,,,,,,Bronze Age,1392,Khovd,,,Funerary
M13-096,POINT (91.22203274 48.89619516),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-096,MAPSS RS Number,Site Feature,2022-05-02,Definite,Burial,Khirigsuur,Circle Khirigsuur,Definite,,Circular,14,,,7,Archaeological Assessment (Image Interpretation),Maxar,Fair,,,,,,Infrastructure/Transport,Road/Track,Definite,,,Bronze Age,1323,Khovd,,,Funerary
M13-097,POINT (91.22576302 48.89524118),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-097,MAPSS RS Number,Site Feature,2022-05-02,Definite,Burial,Khirigsuur,Circle Khirigsuur,High,,Circular,14,,,7,Archaeological Assessment (Image Interpretation),Maxar,Poor,,,,,,Infrastructure/Transport,Road/Track,Definite,,,Bronze Age,1319,Khovd,,,Funerary
M13-098,POINT (91.23304354 48.89127608),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-098,MAPSS RS Number,Site Feature,2022-05-02,Definite,Burial,Khirigsuur,Circle Khirigsuur,Definite,,Circular,18,,,10,Archaeological Assessment (Image Interpretation),Maxar,Unknown,,,,,,,,,,,Bronze Age,1319,Khovd,,,Funerary
M13-099,POINT (91.22637353 48.88713555),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-099,MAPSS RS Number,Site Feature,2022-05-02,Definite,Burial,Khirigsuur,Circle Khirigsuur,Definite,,Circular,17,,,9,Archaeological Assessment (Image Interpretation),Maxar,Fair,,,,,,,,,,,Bronze Age,1362,Khovd,,,Funerary
M13-100,POINT (91.22805947 48.89372172),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-100,MAPSS RS Number,Site Feature,2022-05-02,Definite,Burial,Khirigsuur,Circle Khirigsuur,Definite,,Circular,14,,,6,Archaeological Assessment (Image Interpretation),Maxar,Unknown,,,,,,Infrastructure/Transport,Road/Track,Definite,,,Bronze Age,1320,Khovd,,,Funerary
M13-101,POINT (91.19430084 48.90620284),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-101,MAPSS RS Number,Site Feature,2022-05-02,Definite,Burial,Khirigsuur,Sagsei-shaped Khirigsuur,Definite,,Circular,10,,,6,Archaeological Assessment (Image Interpretation),Bing,Unknown,,,,,,,,,,,Bronze Age,1330,Khovd,,,Funerary
